record_id	service_type	source_destination	canonical_destination	placeholders	template_text
standard-0391	Transfer	Bornholm / Rønne	Bornholm / Rønne	Destination	Bornholm / Rønne: Self transfer to [Destination]
standard-0392	Transfer	Bornholm / Rønne	Bornholm / Rønne	Destination	Bornholm / Rønne: Private transfer to [Destination]
standard-0393	Flight	Bornholm / Rønne	Bornholm / Rønne	Destination;Time	Bornholm / Rønne: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0394	Cruise	Bornholm / Rønne	Bornholm / Rønne	Destination;Time	Bornholm / Rønne: Ferry Cruise to [Destination] - Departure from Bornholm / Rønne: [Time] - Arrival at [Destination]: [Time] - Meeting point: Rønne Cruise Harbor - Includes: Tickets
standard-0395	Coach	Bornholm / Rønne	Bornholm / Rønne	Destination;Time	Bornholm / Rønne: Coach transfer to [Destination] - Time: [Time] - Meeting point: Rønne Bus Station - Includes: Tickets
standard-0396	Hotel	Helsingør	Helsingør	BedType;HotelName;MealPlan;RoomCategory;X	Helsingør: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0397	Leisure	Helsingør	Helsingør		Helsingør: Spend time at leisure
standard-0398	Transfer	Helsingør	Helsingør	Destination	Helsingør: Self transfer to [Destination]
standard-0399	Transfer	Helsingør	Helsingør	Destination	Helsingør: Private transfer to [Destination]
standard-0400	Cruise	Helsingør	Helsingør	Destination;Time	Helsingør: Ferry Cruise to [Destination] - Departure from Helsingør: [Time] - Arrival at [Destination]: [Time] - Meeting point: Helsingør Cruise Harbor - Includes: Tickets
standard-0401	Train	Helsingør	Helsingør	Destination;Time	Helsingør: Train Transfer to [Destination] - Time: [Time] - Meeting point: Helsingør Train Station - Includes: Tickets
standard-0402	Coach	Helsingør	Helsingør	Destination;Time	Helsingør: Coach transfer to [Destination] - Time: [Time] - Meeting point: Helsingør Bus Station - Includes: Tickets
standard-0403	Hotel	Kolding	Kolding	BedType;HotelName;MealPlan;RoomCategory;X	Kolding: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0404	Leisure	Kolding	Kolding		Kolding: Spend time at leisure
standard-0405	Transfer	Kolding	Kolding	Destination	Kolding: Self transfer to [Destination]
standard-0406	Transfer	Kolding	Kolding	Destination	Kolding: Private transfer to [Destination]
standard-0407	Train	Kolding	Kolding	Destination;Time	Kolding: Train Transfer to [Destination] - Time: [Time] - Meeting point: Kolding Train Station - Includes: Tickets
standard-0408	Coach	Kolding	Kolding	Destination;Time	Kolding: Coach transfer to [Destination] - Time: [Time] - Meeting point: Kolding Bus Station - Includes: Tickets
standard-0409	Hotel	Fredericia	Fredericia	BedType;HotelName;MealPlan;RoomCategory;X	Fredericia: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0410	Leisure	Fredericia	Fredericia		Fredericia: Spend time at leisure
standard-0411	Transfer	Fredericia	Fredericia	Destination	Fredericia: Self transfer to [Destination]
standard-0412	Transfer	Fredericia	Fredericia	Destination	Fredericia: Private transfer to [Destination]
standard-0413	Train	Fredericia	Fredericia	Destination;Time	Fredericia: Train Transfer to [Destination] - Time: [Time] - Meeting point: Fredericia Train Station - Includes: Tickets
standard-0414	Coach	Fredericia	Fredericia	Destination;Time	Fredericia: Coach transfer to [Destination] - Time: [Time] - Meeting point: Fredericia Bus Station - Includes: Tickets
standard-0415	Hotel	Svendborg	Svendborg	BedType;HotelName;MealPlan;RoomCategory;X	Svendborg: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0416	Leisure	Svendborg	Svendborg		Svendborg: Spend time at leisure
standard-0417	Transfer	Svendborg	Svendborg	Destination	Svendborg: Self transfer to [Destination]
standard-0418	Transfer	Svendborg	Svendborg	Destination	Svendborg: Private transfer to [Destination]
standard-0419	Cruise	Svendborg	Svendborg	Destination;Time	Svendborg: Ferry Cruise to [Destination] - Departure from Svendborg: [Time] - Arrival at [Destination]: [Time] - Meeting point: Svendborg Cruise Harbor - Includes: Tickets
standard-0420	Train	Svendborg	Svendborg	Destination;Time	Svendborg: Train Transfer to [Destination] - Time: [Time] - Meeting point: Svendborg Train Station - Includes: Tickets
standard-0421	Coach	Svendborg	Svendborg	Destination;Time	Svendborg: Coach transfer to [Destination] - Time: [Time] - Meeting point: Svendborg Bus Station - Includes: Tickets
standard-0422	Hotel	Helsinki	Helsinki	BedType;HotelName;MealPlan;RoomCategory;X	Helsinki: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0423	Leisure	Helsinki	Helsinki		Helsinki: Spend time at leisure
standard-0424	Transfer	Helsinki	Helsinki	Destination	Helsinki: Self transfer to [Destination]
standard-0425	Transfer	Helsinki	Helsinki	Destination	Helsinki: Private transfer to [Destination]
standard-0426	Flight	Helsinki	Helsinki	Destination;Time	Helsinki: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0427	Cruise	Helsinki	Helsinki	Destination;Time	Helsinki: Ferry Cruise to [Destination] - Departure from Helsinki: [Time] - Arrival at [Destination]: [Time] - Meeting point: Helsinki Cruise Harbor - Includes: Tickets
standard-0428	Train	Helsinki	Helsinki	Destination;Time	Helsinki: Train Transfer to [Destination] - Time: [Time] - Meeting point: Helsinki Train Station - Includes: Tickets
standard-0429	Coach	Helsinki	Helsinki	Destination;Time	Helsinki: Coach transfer to [Destination] - Time: [Time] - Meeting point: Helsinki Bus Station - Includes: Tickets
standard-0430	Hotel	Turku	Turku	BedType;HotelName;MealPlan;RoomCategory;X	Turku: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0431	Leisure	Turku	Turku		Turku: Spend time at leisure
standard-0432	Transfer	Turku	Turku	Destination	Turku: Self transfer to [Destination]
standard-0433	Transfer	Turku	Turku	Destination	Turku: Private transfer to [Destination]
standard-0434	Flight	Turku	Turku	Destination;Time	Turku: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0435	Train	Turku	Turku	Destination;Time	Turku: Train Transfer to [Destination] - Time: [Time] - Meeting point: Turku Train Station - Includes: Tickets
standard-0436	Coach	Turku	Turku	Destination;Time	Turku: Coach transfer to [Destination] - Time: [Time] - Meeting point: Turku Bus Station - Includes: Tickets
standard-0437	Hotel	Tampere	Tampere	BedType;HotelName;MealPlan;RoomCategory;X	Tampere: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0438	Leisure	Tampere	Tampere		Tampere: Spend time at leisure
standard-0439	Transfer	Tampere	Tampere	Destination	Tampere: Self transfer to [Destination]
standard-0440	Transfer	Tampere	Tampere	Destination	Tampere: Private transfer to [Destination]
standard-0441	Flight	Tampere	Tampere	Destination;Time	Tampere: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0442	Train	Tampere	Tampere	Destination;Time	Tampere: Train Transfer to [Destination] - Time: [Time] - Meeting point: Tampere Train Station - Includes: Tickets
standard-0443	Coach	Tampere	Tampere	Destination;Time	Tampere: Coach transfer to [Destination] - Time: [Time] - Meeting point: Tampere Bus Station - Includes: Tickets
standard-0444	Hotel	Porvoo	Porvoo	BedType;HotelName;MealPlan;RoomCategory;X	Porvoo: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0445	Leisure	Porvoo	Porvoo		Porvoo: Spend time at leisure
standard-0446	Transfer	Porvoo	Porvoo	Destination	Porvoo: Self transfer to [Destination]
standard-0447	Transfer	Porvoo	Porvoo	Destination	Porvoo: Private transfer to [Destination]
standard-0448	Coach	Porvoo	Porvoo	Destination;Time	Porvoo: Coach transfer to [Destination] - Time: [Time] - Meeting point: Porvoo Bus Station - Includes: Tickets
standard-0449	Hotel	Lahti	Lahti	BedType;HotelName;MealPlan;RoomCategory;X	Lahti: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0450	Leisure	Lahti	Lahti		Lahti: Spend time at leisure
standard-0451	Transfer	Lahti	Lahti	Destination	Lahti: Self transfer to [Destination]
standard-0452	Transfer	Lahti	Lahti	Destination	Lahti: Private transfer to [Destination]
standard-0453	Train	Lahti	Lahti	Destination;Time	Lahti: Train Transfer to [Destination] - Time: [Time] - Meeting point: Lahti Train Station - Includes: Tickets
standard-0454	Coach	Lahti	Lahti	Destination;Time	Lahti: Coach transfer to [Destination] - Time: [Time] - Meeting point: Lahti Bus Station - Includes: Tickets
standard-0455	Hotel	Jyväskylä	Jyväskylä	BedType;HotelName;MealPlan;RoomCategory;X	Jyväskylä: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0456	Leisure	Jyväskylä	Jyväskylä		Jyväskylä: Spend time at leisure
standard-0457	Transfer	Jyväskylä	Jyväskylä	Destination	Jyväskylä: Self transfer to [Destination]
standard-0458	Transfer	Jyväskylä	Jyväskylä	Destination	Jyväskylä: Private transfer to [Destination]
standard-0459	Flight	Jyväskylä	Jyväskylä	Destination;Time	Jyväskylä: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0460	Train	Jyväskylä	Jyväskylä	Destination;Time	Jyväskylä: Train Transfer to [Destination] - Time: [Time] - Meeting point: Jyväskylä Train Station - Includes: Tickets
standard-0461	Coach	Jyväskylä	Jyväskylä	Destination;Time	Jyväskylä: Coach transfer to [Destination] - Time: [Time] - Meeting point: Jyväskylä Bus Station - Includes: Tickets
standard-0462	Hotel	Kuopio	Kuopio	BedType;HotelName;MealPlan;RoomCategory;X	Kuopio: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0463	Leisure	Kuopio	Kuopio		Kuopio: Spend time at leisure
standard-0464	Transfer	Kuopio	Kuopio	Destination	Kuopio: Self transfer to [Destination]
standard-0465	Transfer	Kuopio	Kuopio	Destination	Kuopio: Private transfer to [Destination]
standard-0466	Flight	Kuopio	Kuopio	Destination;Time	Kuopio: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0467	Train	Kuopio	Kuopio	Destination;Time	Kuopio: Train Transfer to [Destination] - Time: [Time] - Meeting point: Kuopio Train Station - Includes: Tickets
standard-0468	Coach	Kuopio	Kuopio	Destination;Time	Kuopio: Coach transfer to [Destination] - Time: [Time] - Meeting point: Kuopio Bus Station - Includes: Tickets
standard-0469	Hotel	Oulu	Oulu	BedType;HotelName;MealPlan;RoomCategory;X	Oulu: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0470	Leisure	Oulu	Oulu		Oulu: Spend time at leisure
standard-0471	Transfer	Oulu	Oulu	Destination	Oulu: Self transfer to [Destination]
standard-0472	Transfer	Oulu	Oulu	Destination	Oulu: Private transfer to [Destination]
standard-0473	Flight	Oulu	Oulu	Destination;Time	Oulu: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0474	Train	Oulu	Oulu	Destination;Time	Oulu: Train Transfer to [Destination] - Time: [Time] - Meeting point: Oulu Train Station - Includes: Tickets
standard-0475	Coach	Oulu	Oulu	Destination;Time	Oulu: Coach transfer to [Destination] - Time: [Time] - Meeting point: Oulu Bus Station - Includes: Tickets
standard-0476	Hotel	Rovaniemi	Rovaniemi	BedType;HotelName;MealPlan;RoomCategory;X	Rovaniemi: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0477	Leisure	Rovaniemi	Rovaniemi		Rovaniemi: Spend time at leisure
standard-0478	Transfer	Rovaniemi	Rovaniemi	Destination	Rovaniemi: Self transfer to [Destination]
standard-0479	Transfer	Rovaniemi	Rovaniemi	Destination	Rovaniemi: Private transfer to [Destination]
standard-0480	Flight	Rovaniemi	Rovaniemi	Destination;Time	Rovaniemi: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0481	Train	Rovaniemi	Rovaniemi	Destination;Time	Rovaniemi: Arctic Train Transfer to [Destination] - Time: [Time] - Meeting point: Rovaniemi Train Station - Includes: Tickets
standard-0482	Coach	Rovaniemi	Rovaniemi	Destination;Time	Rovaniemi: Coach transfer to [Destination] - Time: [Time] - Meeting point: Rovaniemi Bus Station - Includes: Tickets
standard-0483	Hotel	Kemi	Kemi	BedType;HotelName;MealPlan;RoomCategory;X	Kemi: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0484	Leisure	Kemi	Kemi		Kemi: Spend time at leisure
standard-0485	Transfer	Kemi	Kemi	Destination	Kemi: Self transfer to [Destination]
standard-0486	Transfer	Kemi	Kemi	Destination	Kemi: Private transfer to [Destination]
standard-0487	Flight	Kemi	Kemi	Destination;Time	Kemi: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0488	Train	Kemi	Kemi	Destination;Time	Kemi: Arctic Train Transfer to [Destination] - Time: [Time] - Meeting point: Kemi Train Station - Includes: Tickets
standard-0489	Coach	Kemi	Kemi	Destination;Time	Kemi: Coach transfer to [Destination] - Time: [Time] - Meeting point: Kemi Bus Station - Includes: Tickets
standard-0490	Hotel	Levi	Levi	BedType;HotelName;MealPlan;RoomCategory;X	Levi: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0491	Leisure	Levi	Levi		Levi: Spend time at leisure
standard-0492	Transfer	Levi	Levi	Destination	Levi: Self transfer to [Destination]
standard-0493	Transfer	Levi	Levi	Destination	Levi: Private transfer to [Destination]
standard-0494	Flight	Levi	Levi	Destination;Time	Levi: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0495	Coach	Levi	Levi	Destination;Time	Levi: Coach transfer to [Destination] - Time: [Time] - Meeting point: Levi Bus Station - Includes: Tickets
standard-0496	Hotel	Ylläs	Ylläs	BedType;HotelName;MealPlan;RoomCategory;X	Ylläs: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0497	Leisure	Ylläs	Ylläs		Ylläs: Spend time at leisure
standard-0498	Transfer	Ylläs	Ylläs	Destination	Ylläs: Self transfer to [Destination]
standard-0499	Transfer	Ylläs	Ylläs	Destination	Ylläs: Private transfer to [Destination]
standard-0500	Train	Ylläs	Ylläs	Destination;Time	Ylläs: Arctic Train Transfer to [Destination] - Time: [Time] - Meeting point: Kolari Train Station - Includes: Tickets
standard-0501	Coach	Ylläs	Ylläs	Destination;Time	Ylläs: Coach transfer to [Destination] - Time: [Time] - Meeting point: Ylläs Bus Station - Includes: Tickets
standard-0502	Hotel	Saariselkä	Saariselkä	BedType;HotelName;MealPlan;RoomCategory;X	Saariselkä: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0503	Leisure	Saariselkä	Saariselkä		Saariselkä: Spend time at leisure
standard-0504	Transfer	Saariselkä	Saariselkä	Destination	Saariselkä: Self transfer to [Destination]
standard-0505	Transfer	Saariselkä	Saariselkä	Destination	Saariselkä: Private transfer to [Destination]
standard-0506	Flight	Saariselkä	Saariselkä	Destination;Time	Saariselkä: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0507	Coach	Saariselkä	Saariselkä	Destination;Time	Saariselkä: Coach transfer to [Destination] - Time: [Time] - Meeting point: Saariselkä Bus Station - Includes: Tickets
standard-0508	Hotel	Ivalo	Ivalo	BedType;HotelName;MealPlan;RoomCategory;X	Ivalo: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0509	Leisure	Ivalo	Ivalo		Ivalo: Spend time at leisure
standard-0510	Transfer	Ivalo	Ivalo	Destination	Ivalo: Self transfer to [Destination]
standard-0511	Transfer	Ivalo	Ivalo	Destination	Ivalo: Private transfer to [Destination]
standard-0512	Flight	Ivalo	Ivalo	Destination;Time	Ivalo: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0513	Coach	Ivalo	Ivalo	Destination;Time	Ivalo: Coach transfer to [Destination] - Time: [Time] - Meeting point: Ivalo Bus Station - Includes: Tickets
standard-0514	Hotel	Inari	Inari	BedType;HotelName;MealPlan;RoomCategory;X	Inari: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0515	Leisure	Inari	Inari		Inari: Spend time at leisure
standard-0516	Transfer	Inari	Inari	Destination	Inari: Self transfer to [Destination]
standard-0517	Transfer	Inari	Inari	Destination	Inari: Private transfer to [Destination]
standard-0518	Coach	Inari	Inari	Destination;Time	Inari: Coach transfer to [Destination] - Time: [Time] - Meeting point: Inari Bus Station - Includes: Tickets
standard-0519	Hotel	Kakslauttanen	Kakslauttanen	BedType;HotelName;MealPlan;RoomCategory;X	Kakslauttanen: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0520	Leisure	Kakslauttanen	Kakslauttanen		Kakslauttanen: Spend time at leisure
standard-0521	Transfer	Kakslauttanen	Kakslauttanen	Destination	Kakslauttanen: Self transfer to [Destination]
standard-0522	Transfer	Kakslauttanen	Kakslauttanen	Destination	Kakslauttanen: Private transfer to [Destination]
standard-0523	Coach	Kakslauttanen	Kakslauttanen	Destination;Time	Kakslauttanen: Coach transfer to [Destination] - Time: [Time] - Meeting point: Kakslauttanen Bus Station - Includes: Tickets
standard-0524	Hotel	Mariehamn / Åland	Mariehamn / Åland	BedType;HotelName;MealPlan;RoomCategory;X	Mariehamn / Åland: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0525	Leisure	Mariehamn / Åland	Mariehamn / Åland		Mariehamn / Åland: Spend time at leisure
standard-0526	Transfer	Mariehamn / Åland	Mariehamn / Åland	Destination	Mariehamn / Åland: Self transfer to [Destination]
standard-0527	Transfer	Mariehamn / Åland	Mariehamn / Åland	Destination	Mariehamn / Åland: Private transfer to [Destination]
standard-0528	Flight	Mariehamn / Åland	Mariehamn / Åland	Destination;Time	Mariehamn / Åland: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0529	Coach	Mariehamn / Åland	Mariehamn / Åland	Destination;Time	Mariehamn / Åland: Coach transfer to [Destination] - Time: [Time] - Meeting point: Mariehamn Bus Station - Includes: Tickets
standard-0530	Hotel	Savonlinna	Savonlinna	BedType;HotelName;MealPlan;RoomCategory;X	Savonlinna: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0531	Leisure	Savonlinna	Savonlinna		Savonlinna: Spend time at leisure
standard-0532	Transfer	Savonlinna	Savonlinna	Destination	Savonlinna: Self transfer to [Destination]
standard-0533	Transfer	Savonlinna	Savonlinna	Destination	Savonlinna: Private transfer to [Destination]
standard-0534	Flight	Savonlinna	Savonlinna	Destination;Time	Savonlinna: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0535	Train	Savonlinna	Savonlinna	Destination;Time	Savonlinna: Train Transfer to [Destination] - Time: [Time] - Meeting point: Savonlinna Train Station - Includes: Tickets
standard-0536	Coach	Savonlinna	Savonlinna	Destination;Time	Savonlinna: Coach transfer to [Destination] - Time: [Time] - Meeting point: Savonlinna Bus Station - Includes: Tickets
standard-0537	Hotel	Vaasa	Vaasa	BedType;HotelName;MealPlan;RoomCategory;X	Vaasa: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0538	Leisure	Vaasa	Vaasa		Vaasa: Spend time at leisure
standard-0539	Transfer	Vaasa	Vaasa	Destination	Vaasa: Self transfer to [Destination]
standard-0540	Transfer	Vaasa	Vaasa	Destination	Vaasa: Private transfer to [Destination]
standard-0541	Flight	Vaasa	Vaasa	Destination;Time	Vaasa: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0542	Train	Vaasa	Vaasa	Destination;Time	Vaasa: Train Transfer to [Destination] - Time: [Time] - Meeting point: Vaasa Train Station - Includes: Tickets
standard-0543	Coach	Vaasa	Vaasa	Destination;Time	Vaasa: Coach transfer to [Destination] - Time: [Time] - Meeting point: Vaasa Bus Station - Includes: Tickets
standard-0544	Hotel	Naantali	Naantali	BedType;HotelName;MealPlan;RoomCategory;X	Naantali: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0545	Leisure	Naantali	Naantali		Naantali: Spend time at leisure
standard-0546	Transfer	Naantali	Naantali	Destination	Naantali: Self transfer to [Destination]
standard-0547	Transfer	Naantali	Naantali	Destination	Naantali: Private transfer to [Destination]
standard-0548	Coach	Naantali	Naantali	Destination;Time	Naantali: Coach transfer to [Destination] - Time: [Time] - Meeting point: Naantali Bus Station - Includes: Tickets
standard-0549	Hotel	Reykjavík	Reykjavík	BedType;HotelName;MealPlan;RoomCategory;X	Reykjavík: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0550	Leisure	Reykjavík	Reykjavík		Reykjavík: Spend time at leisure
standard-0551	Transfer	Reykjavík	Reykjavík	Destination	Reykjavík: Self transfer to [Destination]
standard-0552	Transfer	Reykjavík	Reykjavík	Destination	Reykjavík: Private transfer to [Destination]
standard-0553	Flight	Reykjavík	Reykjavík	Destination;Time	Reykjavík: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0554	Coach	Reykjavík	Reykjavík	Destination;Time	Reykjavík: Coach transfer to [Destination] - Time: [Time] - Meeting point: Reykjavík Bus Station - Includes: Tickets
standard-0555	Hotel	Keflavík	Keflavík	BedType;HotelName;MealPlan;RoomCategory;X	Keflavík: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0556	Leisure	Keflavík	Keflavík		Keflavík: Spend time at leisure
standard-0557	Transfer	Keflavík	Keflavík	Destination	Keflavík: Self transfer to [Destination]
standard-0558	Transfer	Keflavík	Keflavík	Destination	Keflavík: Private transfer to [Destination]
standard-0559	Flight	Keflavík	Keflavík	Destination;Time	Keflavík: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0560	Coach	Keflavík	Keflavík	Destination;Time	Keflavík: Coach transfer to [Destination] - Time: [Time] - Meeting point: Keflavík Bus Station - Includes: Tickets
standard-0561	Hotel	Grindavík / Blue Lagoon	Grindavík / Blue Lagoon	BedType;HotelName;MealPlan;RoomCategory;X	Grindavík / Blue Lagoon: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0562	Leisure	Grindavík / Blue Lagoon	Grindavík / Blue Lagoon		Grindavík / Blue Lagoon: Spend time at leisure
standard-0563	Transfer	Grindavík / Blue Lagoon	Grindavík / Blue Lagoon	Destination	Grindavík / Blue Lagoon: Self transfer to [Destination]
standard-0564	Transfer	Grindavík / Blue Lagoon	Grindavík / Blue Lagoon	Destination	Grindavík / Blue Lagoon: Private transfer to [Destination]
standard-0565	Coach	Grindavík / Blue Lagoon	Grindavík / Blue Lagoon	Destination;Time	Grindavík / Blue Lagoon: Coach transfer to [Destination] - Time: [Time] - Meeting point: Grindavík Bus Station - Includes: Tickets
standard-0566	Hotel	Golden Circle / Þingvellir	Golden Circle / Þingvellir	BedType;HotelName;MealPlan;RoomCategory;X	Golden Circle / Þingvellir: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0567	Leisure	Golden Circle / Þingvellir	Golden Circle / Þingvellir		Golden Circle / Þingvellir: Spend time at leisure
standard-0568	Transfer	Golden Circle / Þingvellir	Golden Circle / Þingvellir	Destination	Golden Circle / Þingvellir: Self transfer to [Destination]
standard-0569	Transfer	Golden Circle / Þingvellir	Golden Circle / Þingvellir	Destination	Golden Circle / Þingvellir: Private transfer to [Destination]
standard-0570	Coach	Golden Circle / Þingvellir	Golden Circle / Þingvellir	Destination;Time	Golden Circle / Þingvellir: Coach transfer to [Destination] - Time: [Time] - Meeting point: Þingvellir Bus Station - Includes: Tickets
standard-0571	Hotel	Selfoss	Selfoss	BedType;HotelName;MealPlan;RoomCategory;X	Selfoss: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0572	Leisure	Selfoss	Selfoss		Selfoss: Spend time at leisure
standard-0573	Transfer	Selfoss	Selfoss	Destination	Selfoss: Self transfer to [Destination]
standard-0574	Transfer	Selfoss	Selfoss	Destination	Selfoss: Private transfer to [Destination]
standard-0575	Coach	Selfoss	Selfoss	Destination;Time	Selfoss: Coach transfer to [Destination] - Time: [Time] - Meeting point: Selfoss Bus Station - Includes: Tickets
standard-0576	Hotel	Hella	Hella	BedType;HotelName;MealPlan;RoomCategory;X	Hella: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0577	Leisure	Hella	Hella		Hella: Spend time at leisure
standard-0578	Transfer	Hella	Hella	Destination	Hella: Self transfer to [Destination]
standard-0579	Transfer	Hella	Hella	Destination	Hella: Private transfer to [Destination]
standard-0580	Coach	Hella	Hella	Destination;Time	Hella: Coach transfer to [Destination] - Time: [Time] - Meeting point: Hella Bus Station - Includes: Tickets
standard-0581	Hotel	Hvolsvöllur	Hvolsvöllur	BedType;HotelName;MealPlan;RoomCategory;X	Hvolsvöllur: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0582	Leisure	Hvolsvöllur	Hvolsvöllur		Hvolsvöllur: Spend time at leisure
standard-0583	Transfer	Hvolsvöllur	Hvolsvöllur	Destination	Hvolsvöllur: Self transfer to [Destination]
standard-0584	Transfer	Hvolsvöllur	Hvolsvöllur	Destination	Hvolsvöllur: Private transfer to [Destination]
standard-0585	Coach	Hvolsvöllur	Hvolsvöllur	Destination;Time	Hvolsvöllur: Coach transfer to [Destination] - Time: [Time] - Meeting point: Hvolsvöllur Bus Station - Includes: Tickets
standard-0586	Hotel	Vík	Vík	BedType;HotelName;MealPlan;RoomCategory;X	Vík: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0587	Leisure	Vík	Vík		Vík: Spend time at leisure
standard-0588	Transfer	Vík	Vík	Destination	Vík: Self transfer to [Destination]
standard-0589	Transfer	Vík	Vík	Destination	Vík: Private transfer to [Destination]
standard-0590	Coach	Vík	Vík	Destination;Time	Vík: Coach transfer to [Destination] - Time: [Time] - Meeting point: Vík Bus Station - Includes: Tickets
